PID,Stage,Start,End,Rating
35,Post-intervention,84:00:00,85:00:00,Not drowsy
35,Post-intervention,85:00:00,86:00:00,Slightly drowsy
35,Post-intervention,86:00:00,87:00:00,Not drowsy
35,Post-intervention,87:00:00,88:00:00,Slightly drowsy
35,Post-intervention,88:00:00,89:00:00,Slightly drowsy
35,Post-intervention,89:00:00,90:00:00,Not drowsy
35,Post-intervention,90:00:00,91:00:00,Not drowsy
35,Post-intervention,91:00:00,92:00:00,Not drowsy
36,Pre-intervention,36:44:00,37:44:00,Moderately Drowsy
36,Pre-intervention,37:44:00,38:44:00,Slightly drowsy
36,Pre-intervention,38:44:00,39:44:00,Not drowsy
36,Pre-intervention,39:44:00,40:44:00,Slightly drowsy
36,Pre-intervention,40:44:00,41:44:00,Slightly drowsy
36,Pre-intervention,41:44:00,42:44:00,Not drowsy
36,Pre-intervention,42:44:00,43:44:00,Slightly drowsy
36,Pre-intervention,43:44:00,44:44:00,Slightly drowsy
36,Pre-intervention,44:44:00,45:44:00,Slightly drowsy
36,Pre-intervention,45:44:00,46:44:00,Slightly Drowsy
36,Intervention (Combination),46:44:00,47:44:00,Not drowsy
36,Intervention (Combination 1-back),47:44:00,48:44:00,Not drowsy
36,Intervention (Combination 1-back),48:44:00,49:44:00,Not drowsy
36,Intervention (Combination 1-back),49:44:00,50:44:00,Not drowsy
36,Intervention (Combination 1-back),50:44:00,51:44:00,Slightly drowsy
36,Intervention (Automation),51:44:00,52:44:00,Moderately Drowsy
36,Intervention (Combination 2-back),52:44:00,53:44:00,Slightly drowsy
36,Intervention (Combination 2-back),53:44:00,54:44:00,Not drowsy
36,Intervention (Combination 2-back),54:44:00,55:44:00,Not drowsy
36,Intervention (Combination 2-back),55:44:00,56:44:00,Slightly drowsy
36,Intervention (Automation),56:44:00,57:44:00,Not drowsy
36,Post-intervention,57:44:00,58:44:00,Not drowsy
36,Post-intervention,58:44:00,59:44:00,Not drowsy
36,Post-intervention,59:44:00,60:44:00,Not drowsy
36,Post-intervention,60:44:00,61:44:00,Not drowsy
36,Post-intervention,61:44:00,62:44:00,Not drowsy
36,Post-intervention,62:44:00,63:44:00,Not drowsy
36,Post-intervention,63:44:00,64:44:00,Not drowsy
36,Post-intervention,64:44:00,65:44:00,Not drowsy
36,Post-intervention,65:44:00,66:44:00,Not drowsy
36,Post-intervention,66:44:00,67:44:00,Not drowsy
36,Post-intervention,67:44:00,68:44:00,Not drowsy
37,Pre-intervention,51:01:00,52:01:00,Moderately drowsy
37,Pre-intervention,52:01:00,53:01:00,Moderately drowsy
37,Pre-intervention,53:01:00,54:01:00,Moderately drowsy
37,Pre-intervention,54:01:00,55:01:00,Slightly drowsy
37,Pre-intervention,55:01:00,56:01:00,Moderately drowsy
37,Pre-intervention,56:01:00,57:01:00,Slightly drowsy
37,Pre-intervention,57:01:00,58:01:00,Moderately drowsy
37,Pre-intervention,58:01:00,59:01:00,Slightly drowsy
37,Pre-intervention,59:01:00,60:01:00,Slightly drowsy
37,Pre-intervention,60:01:00,61:01:00,Not drowsy
37,Intervention (Automation),61:01:00,62:01:00,Not drowsy
37,Intervention (Automation),62:01:00,63:01:00,Not drowsy
37,Intervention (Automation),63:01:00,64:01:00,Not drowsy
37,Intervention (Automation),64:01:00,65:01:00,Not drowsy
37,Intervention (Automation),65:01:00,66:01:00,Not drowsy
37,Intervention (Automation),66:01:00,67:01:00,Not drowsy
37,Intervention (Automation),67:01:00,68:01:00,Not drowsy
37,Intervention (Automation),68:01:00,69:01:00,Slightly drowsy
37,Intervention (Automation),69:01:00,70:01:00,Slightly drowsy
37,Intervention (Automation),70:01:00,71:01:00,Not drowsy
37,Intervention (Automation),71:01:00,72:01:00,Not drowsy
37,Post-intervention,72:01:00,73:01:00,Not drowsy
37,Post-intervention,73:01:00,74:01:00,Not drowsy
37,Post-intervention,74:01:00,75:01:00,Not drowsy
37,Post-intervention,75:01:00,76:01:00,Not drowsy
37,Post-intervention,76:01:00,77:01:00,Not drowsy
37,Post-intervention,77:01:00,78:01:00,Slightly drowsy
37,Post-intervention,78:01:00,79:01:00,Slightly drowsy
37,Post-intervention,79:01:00,80:01:00,Slightly drowsy
37,Post-intervention,80:01:00,81:01:00,Slightly drowsy
37,Post-intervention,81:01:00,82:01:00,Slightly drowsy
37,Post-intervention,82:01:00,83:01:00,Slightly drowsy
38,Pre-intervention,31:18:00,32:18:00,Slightly drowsy
38,Pre-intervention,32:18:00,33:18:00,Slightly drowsy
38,Pre-intervention,33:18:00,34:18:00,Slightly drowsy
38,Pre-intervention,34:18:00,35:18:00,Slightly drowsy
38,Pre-intervention,35:18:00,36:18:00,Moderately drowsy
38,Pre-intervention,36:18:00,37:18:00,Slightly drowsy
38,Pre-intervention,37:18:00,38:18:00,Moderately drowsy
38,Pre-intervention,38:18:00,39:18:00,Moderately drowsy
38,Pre-intervention,39:18:00,40:18:00,Slightly drowsy
38,Pre-intervention,40:18:00,41:18:00,Slightly drowsy
38,Intervention (Combination),41:18:00,42:18:00,Not drowsy
38,Intervention (Combination 2-back),42:18:00,43:18:00,Not drowsy
38,Intervention (Combination 2-back),43:18:00,44:18:00,Not drowsy
38,Intervention (Combination 2-back),44:18:00,45:18:00,Not drowsy
38,Intervention (Combination 2-back),45:18:00,46:18:00,Not drowsy
38,Intervention (Automation),46:18:00,47:18:00,Not drowsy
38,Intervention (Comination 1-back),47:18:00,48:18:00,Not drowsy
38,Intervention (Comination 1-back),48:18:00,49:18:00,Slightly drowsy
38,Intervention (Comination 1-back),49:18:00,50:18:00,Slightly drowsy
38,Intervention (Comination 1-back),50:18:00,51:18:00,Not drowsy
38,Intervention (Automation),51:18:00,52:18:00,Slightly drowsy
38,Post-intervention,52:18:00,53:18:00,Not drowsy
38,Post-intervention,53:18:00,54:18:00,Slightly drowsy
38,Post-intervention,54:18:00,55:18:00,Slightly drowsy
38,Post-intervention,55:18:00,56:18:00,Slightly drowsy
38,Post-intervention,56:18:00,57:18:00,Not drowsy
38,Post-intervention,57:18:00,58:18:00,Slightly drowsy
38,Post-intervention,58:18:00,59:18:00,Slightly drowsy
38,Post-intervention,59:18:00,60:18:00,Slightly drowsy
38,Post-intervention,60:18:00,61:18:00,Slightly drowsy
38,Post-intervention,61:18:00,62:18:00,Slightly drowsy
38,Post-intervention,62:18:00,63:18:00,Slightly drowsy
39,Pre-intervention,31:52:00,32:52:00,Slightly drowsy
39,Pre-intervention,32:52:00,33:52:00,Slightly drowsy
39,Pre-intervention,33:52:00,34:52:00,Not drowsy
39,Pre-intervention,34:52:00,35:52:00,Not drowsy
39,Pre-intervention,35:52:00,36:52:00,Slightly drowsy
39,Pre-intervention,36:52:00,37:52:00,Slightly drowsy
39,Pre-intervention,37:52:00,38:52:00,Slightly drowsy
39,Pre-intervention,38:52:00,39:52:00,Slightly drowsy
39,Pre-intervention,39:52:00,40:52:00,Slightly drowsy
39,Pre-intervention,40:52:00,41:52:00,Slightly drowsy
39,Intervention (Combination),41:52:00,42:52:00,Not drowsy
39,Intervention (Combination 1-back),42:52:00,43:52:00,Not drowsy
39,Intervention (Combination 1-back),43:52:00,44:52:00,Not drowsy
39,Intervention (Combination 1-back),44:52:00,45:52:00,Not drowsy
39,Intervention (Combination 1-back),45:52:00,46:52:00,Not drowsy
39,Intervention (Automation),46:52:00,47:52:00,Slightly drowsy
39,Intervention (Combination 2-back),47:52:00,48:52:00,Not drowsy
39,Intervention (Combination 2-back),48:52:00,49:52:00,Not drowsy
39,Intervention (Combination 2-back),49:52:00,50:52:00,Not drowsy
39,Intervention (Combination 2-back),50:52:00,51:52:00,Not drowsy
39,Intervention (Automation),51:52:00,52:52:00,Not drowsy
39,Post-intervention,52:52:00,53:52:00,Not drowsy
39,Post-intervention,53:52:00,54:52:00,Not drowsy
39,Post-intervention,54:52:00,55:52:00,Not drowsy
39,Post-intervention,55:52:00,56:52:00,Slightly drowsy
39,Post-intervention,56:52:00,57:52:00,Slightly drowsy
39,Post-intervention,57:52:00,58:52:00,Slightly drowsy
39,Post-intervention,58:52:00,59:52:00,Not drowsy
39,Post-intervention,59:52:00,60:52:00,Slightly drowsy
39,Post-intervention,60:52:00,61:52:00,Slightly drowsy
39,Post-intervention,61:52:00,62:52:00,Slightly drowsy
39,Post-intervention,62:52:00,63:52:00,Slightly drowsy
40,Pre-intervention,36:55:00,37:55:00,Slightly drowsy
40,Pre-intervention,37:55:00,38:55:00,Slightly drowsy
40,Pre-intervention,38:55:00,39:55:00,Slightly drowsy
40,Pre-intervention,39:55:00,40:55:00,Slightly drowsy
40,Pre-intervention,40:55:00,41:55:00,Slightly drowsy
40,Pre-intervention,41:55:00,42:55:00,Slightly drowsy
40,Pre-intervention,42:55:00,43:55:00,Slightly drowsy
40,Pre-intervention,43:55:00,44:55:00,Slightly drowsy
40,Pre-intervention,44:55:00,45:55:00,Slightly drowsy
40,Pre-intervention,45:55:00,46:55:00,Slightly drowsy
40,Intervention (Automation),46:55:00,47:55:00,Slightly drowsy
40,Intervention (Automation),47:55:00,48:55:00,Not drowsy
40,Intervention (Automation),48:55:00,49:55:00,Not drowsy
40,Intervention (Automation),49:55:00,50:55:00,Slightly drowsy
40,Intervention (Automation),50:55:00,51:55:00,Slightly drowsy
40,Intervention (Automation),51:55:00,52:55:00,Slightly drowsy
40,Intervention (Automation),52:55:00,53:55:00,Slightly drowsy
40,Intervention (Automation),53:55:00,54:55:00,Slightly drowsy
40,Intervention (Automation),54:55:00,55:55:00,Slightly drowsy
40,Intervention (Automation),55:55:00,56:55:00,Slightly drowsy
40,Intervention (Automation),56:55:00,57:55:00,Moderately drowsy
40,Post-intervention,57:55:00,58:55:00,Not drowsy
40,Post-intervention,58:55:00,59:55:00,Slightly drowsy
40,Post-intervention,59:55:00,60:55:00,Slightly drowsy
40,Post-intervention,60:55:00,61:55:00,Slightly drowsy
40,Post-intervention,61:55:00,62:55:00,Slightly drowsy
40,Post-intervention,62:55:00,63:55:00,Slightly drowsy
40,Post-intervention,63:55:00,64:55:00,Moderately drowsy
40,Post-intervention,64:55:00,65:55:00,Slightly drowsy
40,Post-intervention,65:55:00,66:55:00,Slightly drowsy
40,Post-intervention,66:55:00,67:55:00,Moderately drowsy
40,Post-intervention,67:55:00,68:55:00,Slightly drowsy
41,Pre-intervention,16:28:00,17:28:00,Moderately drowsy
41,Pre-intervention,17:28:00,18:28:00,Moderately drowsy
41,Pre-intervention,18:28:00,19:28:00,Moderately drowsy
41,Pre-intervention,19:28:00,20:28:00,Moderately drowsy
41,Pre-intervention,20:28:00,21:28:00,Very drowsy
41,Pre-intervention,21:28:00,22:28:00,Moderately drowsy
41,Pre-intervention,22:28:00,23:28:00,Moderately drowsy
41,Pre-intervention,23:28:00,24:28:00,Moderately drowsy
41,Pre-intervention,24:28:00,25:28:00,Moderately drowsy
41,Pre-intervention,25:28:00,26:28:00,Very drowsy
41,Intervention (Combination),26:28:00,27:28:00,Slightly drowsy
41,Intervention (Combination 2-back),27:28:00,28:28:00,Extremely drowsy
41,Intervention (Combination 2-back),28:28:00,29:28:00,Moderately drowsy
41,Intervention (Combination 2-back),29:28:00,30:28:00,Slightly drowsy
41,Intervention (Combination 2-back),30:28:00,31:28:00,Slightly drowsy
41,Post-intervention,31:28:00,32:28:00,Extremely drowsy
41,Intervention (Combination 1-back),32:28:00,33:28:00,Extremely drowsy
41,Intervention (Combination 1-back),33:28:00,34:28:00,Extremely drowsy
41,Intervention (Combination 1-back),34:28:00,35:28:00,Very drowsy
41,Intervention (Combination 1-back),35:28:00,36:28:00,Extremely drowsy
41,Intervention (Automation),36:28:00,37:28:00,Moderately drowsy
41,Post-intervention,37:28:00,38:28:00,Moderately drowsy
41,Post-intervention,38:28:00,39:28:00,Moderately drowsy
41,Post-intervention,39:28:00,40:28:00,Moderately drowsy
41,Post-intervention,40:28:00,41:28:00,Very drowsy
41,Post-intervention,41:28:00,42:09:00,Extremely drowsy
42,Pre-intervention,32:31:00,33:31:00,Moderately drowsy
42,Pre-intervention,33:31:00,34:31:00,Slightly drowsy
42,Pre-intervention,34:31:00,35:31:00,Slightly drowsy
42,Pre-intervention,35:31:00,36:31:00,Moderately drowsy
42,Pre-intervention,36:31:00,37:31:00,Slightly drowsy
42,Pre-intervention,37:31:00,38:31:00,Slightly drowsy
42,Pre-intervention,38:31:00,39:31:00,Slightly drowsy
42,Pre-intervention,39:31:00,40:31:00,Slightly drowsy
42,Pre-intervention,40:31:00,41:31:00,Moderately drowsy
42,Pre-intervention,41:31:00,42:31:00,Moderately drowsy
42,Pre-intervention,42:31:00,43:31:00,Slightly drowsy
42,Intervention (Automation),43:31:00,44:31:00,Not drowsy
42,Intervention (Automation),44:31:00,45:31:00,Not drowsy
42,Intervention (Automation),45:31:00,46:31:00,Not drowsy
42,Intervention (Automation),46:31:00,47:31:00,Not drowsy
42,Intervention (Automation),47:31:00,48:31:00,Not drowsy
42,Intervention (Automation),48:31:00,49:31:00,Not drowsy
42,Intervention (Automation),49:31:00,50:31:00,Not drowsy
42,Intervention (Automation),50:31:00,51:31:00,Not drowsy
42,Intervention (Automation),51:31:00,52:31:00,Not drowsy
42,Intervention (Automation),52:31:00,53:31:00,Slightly drowsy
42,Intervention (Automation),53:31:00,54:31:00,Not drowsy
42,Post-intervention,54:31:00,55:31:00,Not drowsy
42,Post-intervention,55:31:00,56:31:00,Slightly drowsy
42,Post-intervention,56:31:00,57:31:00,Slightly drowsy
42,Post-intervention,57:31:00,58:31:00,Slightly drowsy
42,Post-intervention,58:31:00,59:31:00,Slightly drowsy
42,Post-intervention,59:31:00,60:31:00,Slightly drowsy
42,Post-intervention,60:31:00,61:31:00,Moderately drowsy
42,Post-intervention,61:31:00,62:31:00,Slightly drowsy
42,Post-intervention,62:31:00,63:31:00,Slightly drowsy
42,Post-intervention,63:31:00,64:31:00,Not Drowsy
43,Pre-intervention,30:47:00,31:47:00,Moderately drowsy
43,Pre-intervention,31:47:00,32:47:00,Slightly drowsy
43,Pre-intervention,32:47:00,33:47:00,Slightly drowsy
43,Pre-intervention,33:47:00,34:47:00,Slightly drowsy
43,Pre-intervention,34:47:00,35:47:00,Slightly drowsy
43,Pre-intervention,35:47:00,36:47:00,Slightly drowsy
43,Pre-intervention,36:47:00,37:47:00,Slightly drowsy
43,Pre-intervention,37:47:00,38:47:00,Slightly drowsy
43,Pre-intervention,38:47:00,39:47:00,Slightly drowsy
43,Pre-intervention,39:47:00,40:47:00,Slightly drowsy
43,Intervention (Combination),40:47:00,41:47:00,Not drowsy
43,Intervention (Combination 2-back),41:47:00,42:47:00,Not drowsy
43,Intervention (Combination 2-back),42:47:00,43:47:00,Not drowsy
43,Intervention (Combination 2-back),43:47:00,44:47:00,Not drowsy
43,Intervention (Combination 2-back),44:47:00,45:47:00,Not drowsy
43,Intervention (Automation),45:47:00,46:47:00,Slightly drowsy
43,Intervention (Combination 1-back),46:47:00,47:47:00,Slightly drowsy
43,Intervention (Combination 1-back),47:47:00,48:47:00,Not drowsy
43,Intervention (Combination 1-back),48:47:00,49:47:00,Not drowsy
43,Intervention (Combination 1-back),49:47:00,50:47:00,Not drowsy
43,Intervention (Automation),50:47:00,51:47:00,Not drowsy
43,Post-intervention,51:47:00,52:47:00,Not drowsy
43,Post-intervention,52:47:00,53:47:00,Slightly drowsy
43,Post-intervention,53:47:00,54:47:00,Slightly drowsy
43,Post-intervention,54:47:00,55:47:00,Slightly drowsy
43,Post-intervention,55:47:00,56:47:00,Slightly drowsy
43,Post-intervention,56:47:00,57:47:00,Slightly drowsy
43,Post-intervention,57:47:00,58:47:00,Slightly drowsy
43,Post-intervention,58:47:00,59:47:00,Slightly drowsy
43,Post-intervention,59:47:00,60:47:00,Slightly drowsy
43,Post-intervention,60:47:00,61:47:00,Slightly drowsy
43,Post-intervention,61:47:00,62:47:00,Not drowsy
44,Pre-intervention,17:25:00,18:25:00,Moderately drowsy
44,Pre-intervention,18:25:00,19:25:00,Moderately drowsy
44,Pre-intervention,19:25:00,20:25:00,Moderately drowsy
44,Pre-intervention,20:25:00,21:25:00,Slightly drowsy
44,Pre-intervention,21:25:00,22:25:00,Moderately drowsy
44,Pre-intervention,22:25:00,23:25:00,Moderately drowsy
44,Pre-intervention,23:25:00,24:25:00,Moderately drowsy
44,Pre-intervention,24:25:00,25:25:00,Moderately drowsy
44,Pre-intervention,25:25:00,26:25:00,Moderately drowsy
44,Pre-intervention,26:25:00,27:25:00,Very drowsy
44,Intervention (Combination),27:25:00,28:25:00,Slightly drowsy
44,Intervention (Combination 1-back),28:25:00,29:25:00,Very drowsy
44,Intervention (Combination 1-back),29:25:00,30:25:00,Extremely drowsy
44,Intervention (Combination 1-back),30:25:00,31:25:00,Extremely drowsy
44,Intervention (Combination 1-back),31:25:00,32:25:00,Extremely drowsy
44,Intervention (Automation),32:25:00,33:25:00,Extremely drowsy
44,Intervention (Combination 2-back),33:25:00,34:25:00,Very drowsy
44,Intervention (Combination 2-back),34:25:00,35:25:00,Moderately drowsy
44,Intervention (Combination 2-back),35:25:00,36:25:00,Slightly drowsy
44,Intervention (Combination 2-back),36:25:00,37:25:00,Slightly drowsy
44,Intervention (Automation),37:25:00,38:25:00,Not drowsy
44,Post-intervention,38:25:00,39:25:00,Slightly drowsy
44,Post-intervention,39:25:00,40:25:00,Slightly drowsy
44,Post-intervention,40:25:00,41:25:00,Moderately drowsy
44,Post-intervention,41:25:00,42:25:00,Moderately drowsy
44,Post-intervention,42:25:00,43:25:00,Moderately drowsy
44,Post-intervention,43:25:00,44:25:00,Moderately drowsy
44,Post-intervention,44:25:00,45:25:00,Moderately drowsy
44,Post-intervention,45:25:00,46:25:00,Very drowsy
44,Post-intervention,46:25:00,47:25:00,Moderately drowsy
44,Post-intervention,47:25:00,48:25:00,Moderately drowsy
44,Post-intervention,48:25:00,49:25:00,Moderately drowsy
45,Pre-intervention,30:23:00,31:23:00,Moderately drowsy
45,Pre-intervention,31:23:00,32:23:00,Moderately drowsy
45,Pre-intervention,32:23:00,33:23:00,Slightly drowsy
45,Pre-intervention,33:23:00,34:23:00,Moderately drowsy
45,Pre-intervention,34:23:00,35:23:00,Slightly drowsy
45,Pre-intervention,35:23:00,36:23:00,Slightly drowsy
45,Pre-intervention,36:23:00,37:23:00,Slightly drowsy
45,Pre-intervention,37:23:00,38:23:00,Slightly drowsy
45,Pre-intervention,38:23:00,39:23:00,Moderately drowsy
45,Pre-intervention,39:23:00,40:23:00,Very drowsy
45,Intervention (Automation),40:23:00,41:23:00,Slightly drowsy
45,Intervention (Automation),41:23:00,42:23:00,Slightly drowsy
45,Intervention (Automation),42:23:00,43:23:00,Slightly drowsy
45,Intervention (Automation),43:23:00,44:23:00,Moderately drowsy
45,Intervention (Automation),44:23:00,45:23:00,Very drowsy
45,Intervention (Automation),45:23:00,46:23:00,Very drowsy
45,Intervention (Automation),46:23:00,47:23:00,Extremely drowsy
45,Intervention (Automation),47:23:00,48:23:00,Extremely drowsy
45,Intervention (Automation),48:23:00,49:23:00,Extremely drowsy
45,Intervention (Automation),49:23:00,50:23:00,Extremely drowsy
45,Intervention (Automation),50:23:00,51:23:00,Slightly drowsy
45,Post-intervention,51:23:00,52:23:00,Slightly drowsy
45,Post-intervention,52:23:00,53:23:00,Not drowsy
45,Post-intervention,53:23:00,54:23:00,Slightly drowsy
45,Post-intervention,54:23:00,55:23:00,Not drowsy
45,Post-intervention,55:23:00,56:23:00,Not drowsy
45,Post-intervention,56:23:00,57:23:00,Not drowsy
45,Post-intervention,57:23:00,58:23:00,Not drowsy
45,Post-intervention,58:23:00,59:23:00,Slightly drowsy
45,Post-intervention,59:23:00,60:23:00,Slightly drowsy
45,Post-intervention,60:23:00,61:23:00,Slightly drowsy
45,Post-intervention,61:23:00,62:23:00,Not drowsy
46,Pre-intervention,17:42:00,18:42:00,Moderately drowsy
46,Pre-intervention,18:42:00,19:42:00,Moderately drowsy
46,Pre-intervention,19:42:00,20:42:00,Moderately drowsy
46,Pre-intervention,20:42:00,21:42:00,Moderately drowsy
46,Pre-intervention,21:42:00,22:42:00,Moderately drowsy
46,Pre-intervention,22:42:00,23:42:00,Moderately drowsy
46,Pre-intervention,23:42:00,24:42:00,Moderately drowsy
46,Pre-intervention,24:42:00,25:42:00,Moderately drowsy
46,Pre-intervention,25:42:00,26:42:00,Slightly drowsy
46,Pre-intervention,26:42:00,27:42:00,Slightly drowsy
46,Intervention (Automation),27:42:00,28:42:00,Slightly drowsy
46,Intervention (Automation),28:42:00,29:42:00,Slightly drowsy
46,Intervention (Automation),29:42:00,30:42:00,Slightly drowsy
46,Intervention (Automation),30:42:00,31:42:00,Moderately drowsy
46,Intervention (Automation),31:42:00,32:42:00,Very drowsy
46,Intervention (Automation),32:42:00,33:42:00,Very drowsy
46,Intervention (Automation),33:42:00,34:42:00,Moderately drowsy
46,Intervention (Automation),34:42:00,35:42:00,Extremely drowsy
46,Intervention (Automation),35:42:00,36:42:00,Extremely drowsy
46,Intervention (Automation),36:42:00,37:42:00,Extremely drowsy
46,Intervention (Automation),37:42:00,38:42:00,Extremely drowsy
46,Post-intervention,38:42:00,39:42:00,Slightly drowsy
46,Post-intervention,39:42:00,40:42:00,Not drowsy
46,Post-intervention,40:42:00,41:42:00,Slightly drowsy
46,Post-intervention,41:42:00,42:42:00,Slightly drowsy
46,Post-intervention,42:42:00,43:42:00,Slightly drowsy
46,Post-intervention,43:42:00,44:42:00,Moderately drowsy
46,Post-intervention,44:42:00,45:42:00,Slightly drowsy
46,Post-intervention,45:42:00,46:42:00,Slightly drowsy
46,Post-intervention,46:42:00,47:42:00,Slightly drowsy
46,Post-intervention,47:42:00,48:42:00,Slightly drowsy
46,Pre-intervention,48:42:00,49:42:00,Moderately drowsy
47,Pre-intervention,60:00:00,61:00:00,Slightly drowsy
47,Pre-intervention,61:00:00,62:00:00,Slightly drowsy
47,Pre-intervention,62:00:00,63:00:00,Slightly drowsy
47,Pre-intervention,63:00:00,64:00:00,Slightly drowsy
47,Pre-intervention,64:00:00,65:00:00,Slightly drowsy
47,Pre-intervention,65:00:00,66:00:00,Slightly drowsy
47,Pre-intervention,66:00:00,67:00:00,Slightly drowsy
47,Pre-intervention,67:00:00,68:00:00,Slightly drowsy
47,Pre-intervention,68:00:00,69:00:00,Slightly drowsy
47,Pre-intervention,69:00:00,70:00:00,Slightly drowsy
47,Intervention (Automation),70:00:00,71:00:00,Not drowsy
47,Intervention (Automation),71:00:00,72:00:00,Not drowsy
47,Intervention (Automation),72:00:00,73:00:00,Not drowsy
47,Intervention (Automation),73:00:00,74:00:00,Slightly drowsy
47,Intervention (Automation),74:00:00,75:00:00,Not drowsy
47,Intervention (Automation),75:00:00,76:00:00,Slightly drowsy
47,Intervention (Automation),76:00:00,77:00:00,Slightly drowsy
47,Intervention (Automation),77:00:00,78:00:00,Slightly drowsy
47,Intervention (Automation),78:00:00,79:00:00,Not drowsy
47,Intervention (Automation),79:00:00,80:00:00,Not drowsy
47,Intervention (Automation),80:00:00,81:00:00,Not drowsy
47,Post-intervention,81:00:00,82:00:00,Not drowsy
47,Post-intervention,82:00:00,83:00:00,Not drowsy
47,Post-intervention,83:00:00,84:00:00,Not drowsy
47,Post-intervention,84:00:00,85:00:00,Not drowsy
47,Post-intervention,85:00:00,86:00:00,Slightly drowsy
47,Post-intervention,86:00:00,87:00:00,Not drowsy
47,Post-intervention,87:00:00,88:00:00,Not drowsy
47,Post-intervention,88:00:00,89:00:00,Slightly drowsy
47,Post-intervention,89:00:00,90:00:00,Not drowsy
47,Post-intervention,90:00:00,91:00:00,Not drowsy
47,Post-intervention,91:00:00,92:00:00,Not drowsy
48,Pre-intervention,46:22:00,47:22:00,Slightly drowsy
48,Pre-intervention,47:22:00,48:22:00,Slightly drowsy
48,Pre-intervention,48:22:00,49:22:00,Slightly drowsy
48,Pre-intervention,49:22:00,50:22:00,Slightly drowsy
48,Pre-intervention,50:22:00,51:22:00,Slightly drowsy
48,Pre-intervention,51:22:00,52:22:00,Slightly drowsy
48,Pre-intervention,52:22:00,53:22:00,Slightly drowsy
48,Pre-intervention,53:22:00,54:22:00,Slightly drowsy
48,Pre-intervention,54:22:00,55:22:00,Slightly drowsy
48,Pre-intervention,55:22:00,56:22:00,Slightly drowsy
48,Intervention (Automation),56:22:00,57:22:00,Slightly drowsy
48,Intervention (Automation),57:22:00,58:22:00,Slightly drowsy
48,Intervention (Automation),58:22:00,59:22:00,Not drowsy
48,Intervention (Automation),59:22:00,60:22:00,Slightly drowsy
48,Intervention (Automation),60:22:00,61:22:00,Not drowsy
48,Intervention (Automation),61:22:00,62:22:00,Not drowsy
48,Intervention (Automation),62:22:00,63:22:00,Slightly drowsy
48,Intervention (Automation),63:22:00,64:22:00,Slightly drowsy
48,Intervention (Automation),64:22:00,65:22:00,Slightly drowsy
48,Intervention (Automation),65:22:00,66:22:00,Slightly drowsy
48,Intervention (Automation),66:22:00,67:22:00,Moderately drowsy
48,Post-intervention,67:22:00,68:22:00,Not drowsy
48,Post-intervention,68:22:00,69:22:00,Not drowsy
48,Post-intervention,69:22:00,70:22:00,Not drowsy
48,Post-intervention,70:22:00,71:22:00,Not drowsy
48,Post-intervention,71:22:00,72:22:00,Not drowsy
48,Post-intervention,72:22:00,73:22:00,Slightly drowsy
48,Post-intervention,73:22:00,74:22:00,Slightly drowsy
48,Post-intervention,74:22:00,75:22:00,Slightly drowsy
48,Post-intervention,75:22:00,76:22:00,Not drowsy
48,Post-intervention,76:22:00,77:22:00,Slightly drowsy
48,Post-intervention,77:22:00,78:22:00,Not drowsy
49,Pre-intervention,31:16:00,32:16:00,Slightly drowsy
49,Pre-intervention,32:16:00,33:16:00,Slightly drowsy
49,Pre-intervention,33:16:00,34:16:00,Moderately drowsy
49,Pre-intervention,34:16:00,35:16:00,Slightly drowsy
49,Pre-intervention,35:16:00,36:16:00,Moderately drowsy
49,Pre-intervention,36:16:00,37:16:00,Moderately drowsy
49,Pre-intervention,37:16:00,38:16:00,Slightly drowsy
49,Pre-intervention,38:16:00,39:16:00,Slightly drowsy
49,Pre-intervention,39:16:00,40:16:00,Moderately drowsy
49,Pre-intervention,40:16:00,41:16:00,Slightly drowsy
49,Intervention (n-back),41:16:00,42:16:00,Not drowsy
49,Intervention (2-back),42:16:00,43:16:00,Slightly drowsy
49,Intervention (2-back),43:16:00,44:16:00,Not drowsy
49,Intervention (2-back),44:16:00,45:16:00,Not drowsy
49,Intervention (2-back),45:16:00,46:16:00,Slightly drowsy
49,Post-intervention,46:16:00,47:16:00,Slightly drowsy
49,Intervention (1-back),47:16:00,48:16:00,Slightly drowsy
49,Intervention (1-back),48:16:00,49:16:00,Slightly drowsy
49,Intervention (1-back),49:16:00,50:16:00,Slightly drowsy
49,Intervention (1-back),50:16:00,51:16:00,Slightly drowsy
49,Post-intervention,51:16:00,52:16:00,Slightly drowsy
49,Post-intervention,52:16:00,53:16:00,Not drowsy
49,Post-intervention,53:16:00,54:16:00,Not drowsy
49,Post-intervention,54:16:00,55:16:00,Slightly drowsy
49,Post-intervention,55:16:00,56:16:00,Slightly drowsy
49,Post-intervention,56:16:00,57:16:00,Slightly drowsy
49,Post-intervention,57:16:00,58:16:00,Slightly drowsy
49,Post-intervention,58:16:00,59:16:00,Slightly drowsy
49,Post-intervention,59:16:00,60:16:00,Slightly drowsy
49,Post-intervention,60:16:00,61:16:00,Slightly drowsy
49,Post-intervention,61:16:00,62:16:00,Slightly drowsy
13,,00:01:06,00:02:06,Not drowsy
13,,00:02:06,00:03:06,Not drowsy
13,,00:03:06,00:04:06,Not drowsy
13,,00:04:06,00:05:06,Not drowsy
13,,00:05:06,00:06:06,Not drowsy
13,,00:06:06,00:07:06,Not drowsy
13,,00:07:06,00:08:06,Not drowsy
